soil_moisture,temperature,humidity,rainfall,sunlight_hours,soil_ph,fertilizer_used_kg,pest_incidents,irrigation_last_7_days,crop_type,crop_stress
36.217808319315374,37.747895877870675,45.545312493596875,28.24470867462989,4.99076821364654,7.444770862233466,18.450886620558638,4,2,rice,0
76.55000144869413,15.737607493764045,25.378391663573826,114.17548336789525,4.5642851007436525,6.017159086315498,6.775843678037702,5,7,wheat,0
61.23957592679836,15.663706545869918,50.722167117142405,37.05407107666474,11.275436029487011,8.117183690064444,25.919981331653258,9,5,cotton,0
51.90609389379256,24.708306574486237,43.34131212975451,55.72861262300728,5.521030130549645,7.3393487172077245,5.630461467461034,6,6,rice,0
20.921304830970556,29.659295712139972,70.7840479801257,43.74196006471664,10.570001236477633,5.971611650670862,46.69937092563086,9,0,rice,1
20.919616423534187,38.112222534233794,65.43344370895178,36.56755597376342,8.357046968857087,8.387014172443621,9.178981367757299,6,5,wheat,1
14.065852851773961,35.49886129819515,47.3445296148155,165.1421903121334,4.622852156870157,7.0550963900059624,12.638292997558203,3,2,cotton,0
70.63233020424546,28.37708119130245,36.34194156912426,57.14151353217807,11.64358553150454,5.718695355614965,20.331826344248523,5,5,rice,0
52.078050822024615,23.208799988449975,94.1026974616694,185.42475637288987,5.97568933593514,7.380498713245202,19.15822342795629,6,0,wheat,0
59.56508044572318,44.913735004731336,54.05012158970862,193.98530506903816,10.877162762820852,6.259596721038431,39.73314461989445,4,3,rice,0
11.440914600706172,27.78543906707919,71.62056768351778,114.25209398741947,5.350480046276513,7.911080355631907,22.815841027548117,4,7,rice,0
77.8936896513396,28.541610729890266,30.54147256837706,28.60022453314528,10.831543057134823,7.953466220698572,8.538413000166845,1,6,rice,0
68.27098485602951,19.908714635750076,56.419227474454836,74.90964867591626,4.105830503242352,8.436842067563985,13.360494774303705,6,7,cotton,0
24.86373774747933,38.84428646249788,22.06525399020991,159.5464526696428,8.094243652555846,7.005608593073511,25.4556692593761,5,2,maize,1
22.72774770449704,35.81046677344466,57.90913384328375,73.47814573941409,10.155540635372454,6.864870639183211,7.372695871306744,0,1,maize,0
22.83831568974037,21.62308838366281,92.30130553382767,17.40344366055775,11.478364139942267,7.760426816339442,30.582783782300705,3,2,cotton,1
31.29695700716764,17.47143136847528,48.81550347393502,111.35698218563759,11.273617089651896,5.89741196902578,28.287365327557296,2,2,cotton,0
46.73295021425665,35.41497906224139,22.924700943118367,169.02417029920696,10.55699895638116,7.1407465413793725,35.735115819112885,2,2,wheat,0
40.2361513049481,34.63533642843406,22.321684318950766,159.1852774287005,11.105530797290433,7.138742800392553,46.885230768968384,6,3,rice,0
30.386039813862933,23.197785809946282,49.09900699601521,35.024628026070644,5.593757486696612,5.768419368431162,45.61272805505779,9,6,cotton,0
52.829702630566565,43.52590686751231,32.001870234739556,134.55292288249333,6.27347436569383,6.753952256520741,47.30378090344157,3,0,wheat,1
19.76457024564293,19.531736753427005,21.751407224613942,44.10085268712942,6.311748199368468,8.059854395701606,12.235779851185047,7,6,maize,1
30.45012539746527,27.970044031278057,76.71602104626326,43.641506910434444,7.0164314480135905,8.068460865983981,6.578265331967731,8,1,maize,0
35.645329030558415,43.30847760502797,54.389225666141805,174.81435466103704,7.14656536308151,5.797712994759043,15.113835024822425,2,0,maize,0
41.92489889519251,27.59181950778367,41.693357897949085,49.933790548046034,8.356442597237404,5.7721626482434925,44.75425863831573,4,5,maize,0
64.96231729751095,34.15577842992256,87.50623872623605,52.64946930360224,5.279038106931531,6.288086431005806,48.60267373117441,3,5,wheat,0
23.977164751085184,26.927831938883827,28.71042201503942,0.13067815225991097,9.529973310287915,8.124298187661982,42.9662475535238,9,5,rice,1
45.996410688952814,23.226456070460102,91.69391217164895,174.13380682510353,5.340532314436052,5.886707755220497,5.50088605637718,5,0,wheat,0
51.46901982034297,44.51932943879485,43.54750380330146,158.51896264182693,6.48246785683638,7.659990407882338,47.37139990298966,9,4,rice,1
13.25152889039984,27.280020189451292,86.63027542315109,125.4657870181356,8.026761044849232,5.80349685883931,21.1679013675393,3,3,maize,0
52.528139633100686,41.82297611037403,65.22071573595962,150.05315278776845,10.371524492187818,7.369413561243476,0.46551453811768395,7,4,cotton,1
21.936688658110405,21.898638176732586,82.00305198061156,30.40971348489836,9.915753865909817,6.568201897357435,22.11968703740968,2,6,cotton,0
14.553611508969567,21.3931411207525,93.80098724078482,91.66471891751509,9.164274851284178,7.866741888897601,2.3034584837733796,4,5,cotton,0
76.42198760773333,15.93402248653534,41.63040783640593,70.24387746975617,5.246186084641361,6.201071346476091,27.193896058055877,0,3,rice,0
77.59424231521916,34.550004761276554,92.08516140556948,18.7553052514033,8.376362764924622,7.41760548816988,16.927701371852567,5,0,maize,0
66.58781436815228,26.055790311712833,49.211142117681526,97.22609704298482,4.699572014399084,6.207047603727655,23.671746679702437,4,5,wheat,0
31.322963842135948,40.93074749518911,48.91339285526917,184.14793006852707,7.018905414373206,7.6409808493364615,30.65851803715585,7,0,cotton,1
16.83704798044687,29.196297200746713,45.52903281908793,8.011823810138896,7.308132242319673,8.121034103682247,43.44005479089101,8,3,rice,1
57.89631185585098,44.045802837441656,60.60557055106889,58.29218269875878,4.318491515566031,5.88040539738028,33.09507882359643,7,0,cotton,1
40.81067456177209,20.565765471093634,31.560878238386533,41.50818724114069,6.191904795759775,8.099787065786511,21.702443423909035,7,0,wheat,1
18.542676439134517,41.05869503866832,61.52836140185084,47.62933073313926,11.645195738131914,7.280725763242893,40.97139268351825,2,1,maize,1
44.66238370778891,38.297905583752254,60.6278609307503,181.68691037587504,11.629060862637516,5.881331472601072,45.27910687865661,3,6,wheat,0
12.407196478065288,38.127655339321564,77.14263594536524,93.61381084685803,6.818616434020314,6.782625566079136,5.987998321609861,3,4,maize,1
73.65242814551475,40.34349684350663,82.52374714531891,93.25988258796376,4.3448008715865925,5.982580880455294,26.596648877639574,4,7,maize,0
28.114598712001182,37.830719728289964,53.033101273431804,152.11512849105645,5.432759514625452,7.6010436665997085,14.225597987122207,8,4,maize,1
56.37655990477874,33.78660964894246,42.67499370136203,30.89844080098516,7.137742347468321,7.776604403253849,2.3530598938473704,8,4,cotton,0
31.819775326258767,18.937346330471627,39.45011729878209,97.45307082001015,11.582237583753837,5.8173895608183965,33.42733475569927,9,2,wheat,1
46.40476148244676,15.975785384737557,34.596787752865396,85.99704282421195,5.129592508297479,7.018419558083933,43.13853887296128,0,1,cotton,0
48.26971955402958,42.6254354344706,24.323568664926867,119.38213810933122,10.108126749345697,7.943875168077751,8.145132723869702,7,7,wheat,1
22.93981188678689,33.499509435622144,45.6835984126035,199.91154065008772,4.869460314997537,8.30848912465299,40.62068288119502,0,5,rice,0
77.8709239435191,38.89611872928529,40.26857690980874,153.8897788164094,11.850060619130215,7.04055360022531,42.66978667684708,1,5,rice,0
64.25929763527802,29.4456705453765,92.48130393998055,79.57314060348544,7.05293199287308,8.35083767083422,45.71702213332418,6,5,wheat,0
75.76492590949324,18.519245668871832,61.82816196875329,165.51061045480938,10.201876311192448,7.10706691136809,13.264254454302622,7,4,wheat,0
72.63791452993541,18.755573766076512,46.04577792728807,34.141672662496035,6.740728662489055,6.682571483799724,45.197653259494466,0,6,wheat,0
51.85299851677596,35.566958616869144,63.5350700745272,6.092737261792025,9.021351017270469,8.044609385658687,16.03313773682161,2,4,wheat,0
74.53119645161817,27.909176846983883,30.439752600927164,40.88967449285461,5.536128677920294,6.978948131374267,27.61690067277514,6,7,maize,0
16.194475143634364,21.0157418010101,53.303281190165215,68.08231122285193,5.1681681543757,6.9157075316935686,2.5253735416141065,8,6,cotton,1
23.718800369340165,29.747836402243106,66.96757410657979,102.11615149191198,11.50451311654505,6.970937468229485,2.1940544184371804,7,1,maize,1
13.165910223737665,16.92626811225402,56.66733738443386,123.02582810823996,11.341178223235467,8.040355005609236,36.01866063661014,7,6,cotton,1
32.7731231534285,32.45914205743196,50.133410049074314,182.12114344288435,11.099751521703059,7.995824625064156,22.22399889888955,8,7,cotton,0
37.20741027826374,23.06980213305293,94.53862916747737,101.97080191009154,9.003467601332748,6.710559977320633,12.814618768460878,9,0,cotton,0
28.994432224172712,38.92677301911564,86.02360716116952,100.25512892514587,10.466145689730226,6.499899579611575,9.52067480124551,2,4,maize,1
68.01162564063506,24.310858767707213,66.755446861958,10.048601964596426,4.552295495290999,6.975784072117388,33.4976745429609,7,5,wheat,1
34.97273286855125,28.656604472454035,62.70330208867121,6.982310531244762,6.678312335125433,7.218317529211327,0.02007720126699364,0,0,maize,0
29.665415678116652,15.348616197243018,66.54953598684381,110.23199238327442,6.50962499805725,6.215011631883991,40.29455845984271,7,4,maize,1
47.988725821077395,17.173406633836766,35.0984080866825,87.6357226496689,9.085162575620906,7.881865254146772,3.962480306496441,6,3,cotton,0
19.864695748233387,26.774806692200542,49.6353307448239,167.8360789960597,6.847662187765124,6.959448297197269,9.574480745405973,7,2,rice,1
66.15378865278278,29.398165041513707,22.95946496681745,32.135916942369036,5.1880542531494465,6.5021366452598786,19.31181976495448,0,4,rice,0
15.218545057583958,33.00061644357911,55.665952811512,4.99433242340992,8.77173660330835,5.820462978891972,24.24293698580518,5,3,maize,1
79.08208556203621,23.749877361279097,60.72684379682474,89.80775358602517,10.515071365352652,6.216535481210821,17.74975579069709,6,7,cotton,0
64.05713385076602,35.849456583796275,37.08123020774072,47.4957113504515,7.056987955679785,8.34784351526795,16.035608249214693,4,1,maize,0
23.91009770739207,40.803671915676134,92.30216353741353,9.92287466776749,5.058149720787854,6.41529906045858,48.19580060365942,4,3,maize,1
10.386548198652168,38.3955296668005,88.20909582029314,144.9196573695258,5.573505578502584,6.006577868101106,32.07898406216971,6,1,wheat,1
67.0822999918384,16.188564760450713,74.16074265919295,22.318599991449496,5.899866441355072,6.8820183749649795,1.1716477683694104,2,4,cotton,0
59.4800140693332,29.415208417734867,60.003997157402196,121.66390000155434,6.39918074395629,6.421263230080746,21.50879542221566,5,1,rice,0
61.030501762869115,18.147905352545244,85.24768697357638,56.20995003337783,9.142360564050474,5.6054777508135825,43.75043498719851,6,3,rice,0
63.9889242680162,22.261350475875822,29.798925786759717,34.6992100710044,8.807563876301753,6.469435651838252,15.072809320533398,0,6,rice,0
15.183125621386324,44.59987779801439,79.28823457061637,75.9503045838635,9.568638892536313,7.132325871818406,4.727817238719412,1,2,maize,1
35.09260099809909,19.2748662870454,29.36156104751362,160.28915524459075,6.900015876252105,7.155137116059901,37.91923857949589,3,0,cotton,0
18.11083416675908,29.966644603540683,79.5657996912054,78.41871538091453,10.591981215039826,6.569676763530666,30.300691596804064,7,0,wheat,1
70.41723981129155,33.54467202954358,40.68256761885177,150.15392984221114,5.632701289246082,6.841908268757802,28.515625391325194,9,2,rice,0
53.63086887792905,36.07394911632312,85.78179357636417,25.097259359830137,7.7523259801452316,8.3965537547043,2.6788279803703965,5,5,cotton,0
33.16286173968544,31.789460504607423,90.80315703690484,154.55428393301582,10.407509772331442,6.632045431690935,7.024950489775867,0,0,rice,0
14.449084520021653,15.29312542257551,31.15969770538367,47.38666498132973,5.441269181860954,6.274680439779949,31.12746981065569,9,7,wheat,1
31.768762520096352,24.793839247319756,54.700670379904516,135.47862597777456,4.878904909926264,6.230401132200281,10.391192072941791,4,4,cotton,0
